,0,1,2,3,4,5,6,7,8,9
1905,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Mighty Aphrodite (1995),Blow-Out (La Grande Bouffe) (1973),I Confess (1953)
1906,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
1907,Aparajito (1956),Eraser (1996),Bloodsport 2 (1995),Stand by Me (1986),Chinese Box (1997),Enchanted April (1991),Slaves to the Underground (1997),"Man from Down Under, The (1943)",Bambi (1942),Mighty Aphrodite (1995)
1908,Grace of My Heart (1996),"Ballad of Ramblin' Jack, The (2000)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Dead Man Walking (1995),Seven Chances (1925),Knock Off (1998),Chinese Box (1997)
1909,Enchanted April (1991),Eraser (1996),"Man from Down Under, The (1943)",Slaves to the Underground (1997),Chinese Box (1997),Bambi (1942),Stand by Me (1986),Raiders of the Lost Ark (1981),"Graduate, The (1967)",Bloodsport 2 (1995)
1910,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Rain (1932),"Goodbye Girl, The (1977)",Eraser (1996),"Santa Clause, The (1994)",Sphere (1998),Pretty Woman (1990),Chinese Box (1997),Vampires (1998)
1911,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Bambi (1942),Blow-Out (La Grande Bouffe) (1973),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)",Rebel Without a Cause (1955)
1912,Eraser (1996),Chinese Box (1997),Aparajito (1956),Slaves to the Underground (1997),"Man from Down Under, The (1943)",Enchanted April (1991),Mighty Aphrodite (1995),54 (1998),"Odessa File, The (1974)","Goodbye Girl, The (1977)"
1913,Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),"Ballad of Ramblin' Jack, The (2000)",Slaves to the Underground (1997),"Santa Clause, The (1994)",Grace of My Heart (1996),Rain (1932),Bambi (1942),Room at the Top (1959)
1914,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),Bambi (1942),"Ballad of Ramblin' Jack, The (2000)","Santa Clause, The (1994)",Someone to Watch Over Me (1987),Rain (1932),"Pyromaniac's Love Story, A (1995)"
1915,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Mighty Aphrodite (1995),"Santa Clause, The (1994)"
1916,Eraser (1996),Aparajito (1956),Chinese Box (1997),Slaves to the Underground (1997),Bloodsport 2 (1995),Enchanted April (1991),Mighty Aphrodite (1995),My Favorite Year (1982),I Confess (1953),Harvey (1950)
1917,Rain (1932),Eraser (1996),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Music of the Heart (1999),Chinese Box (1997),Slaves to the Underground (1997),House Arrest (1996),Barney's Great Adventure (1998),My Favorite Year (1982)
1918,Grace of My Heart (1996),"Ballad of Ramblin' Jack, The (2000)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Eraser (1996),"Goodbye Girl, The (1977)",Dead Man Walking (1995),Seven Chances (1925),Knock Off (1998),Chinese Box (1997)
1919,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Rain (1932),Eraser (1996),Pretty Woman (1990),Seven Chances (1925),"Cowboy Way, The (1994)",Kazaam (1996),Sphere (1998)
1920,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),"Cowboy Way, The (1994)"
1921,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Slaves to the Underground (1997),"Cowboy Way, The (1994)"
1922,"Ballad of Ramblin' Jack, The (2000)",Eraser (1996),Chinese Box (1997),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Bambi (1942)
1923,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Rain (1932),Eraser (1996),Pretty Woman (1990),Chinese Box (1997),"Cowboy Way, The (1994)",Seven Chances (1925),Love Stinks (1999)
1924,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Slaves to the Underground (1997),"Cowboy Way, The (1994)"
1925,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)",Mighty Aphrodite (1995),Vertigo (1958)
1926,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Mighty Aphrodite (1995),Vertigo (1958),Seven Chances (1925)
1927,Eraser (1996),Love Is a Many-Splendored Thing (1955),Someone to Watch Over Me (1987),Slaves to the Underground (1997),Bambi (1942),Monty Python and the Holy Grail (1974),Enchanted April (1991),Chinese Box (1997),Music of the Heart (1999),Mighty Aphrodite (1995)
1928,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Grace of My Heart (1996),Blow-Out (La Grande Bouffe) (1973),"Savage Nights (Nuits fauves, Les) (1992)",Bambi (1942)
1929,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)",Rebel Without a Cause (1955)
1930,"Ballad of Ramblin' Jack, The (2000)",Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Grace of My Heart (1996),Rain (1932),Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942)
1931,Someone to Watch Over Me (1987),Rain (1932),Bambi (1942),Eraser (1996),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Music of the Heart (1999),Chinese Box (1997),Yellow Submarine (1968),Slaves to the Underground (1997)
1932,Enchanted April (1991),Eraser (1996),"Man from Down Under, The (1943)",Slaves to the Underground (1997),Chinese Box (1997),Bambi (1942),Stand by Me (1986),Raiders of the Lost Ark (1981),"Graduate, The (1967)",Bloodsport 2 (1995)
1933,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Bloodsport 2 (1995),Aparajito (1956),Enchanted April (1991)
1934,Eraser (1996),"Goodbye Girl, The (1977)",Bambi (1942),Rain (1932),Chinese Box (1997),Slaves to the Underground (1997),"Santa Clause, The (1994)",House Arrest (1996),"Pyromaniac's Love Story, A (1995)","Ballad of Ramblin' Jack, The (2000)"
1935,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Rain (1932),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Slaves to the Underground (1997)
1936,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Bloodsport 2 (1995),Aparajito (1956),Enchanted April (1991)
1937,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)",Mighty Aphrodite (1995),Vertigo (1958)
1938,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Grace of My Heart (1996),Seven Chances (1925),Mighty Aphrodite (1995)
1939,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),"Goodbye Girl, The (1977)",I Confess (1953),Enchanted April (1991),Mighty Aphrodite (1995),My Favorite Year (1982),Music of the Heart (1999)
1940,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Vertigo (1958),Mighty Aphrodite (1995)
1941,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),"Cowboy Way, The (1994)"
1942,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)",Bambi (1942),Mighty Aphrodite (1995),Rebel Without a Cause (1955)
1943,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)",Mighty Aphrodite (1995),Enchanted April (1991)
1944,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Santa Clause, The (1994)",Bambi (1942),Grace of My Heart (1996)
1945,Eraser (1996),Chinese Box (1997),Aparajito (1956),Slaves to the Underground (1997),Bloodsport 2 (1995),Stand by Me (1986),Enchanted April (1991),Mighty Aphrodite (1995),My Favorite Year (1982),I Confess (1953)
1946,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Bambi (1942),Blow-Out (La Grande Bouffe) (1973),"Santa Clause, The (1994)",Vertigo (1958)
1947,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Man from Down Under, The (1943)",Death Wish V: The Face of Death (1994),"Goodbye Girl, The (1977)",Vertigo (1958),Music of the Heart (1999),To Kill a Mockingbird (1962),Someone to Watch Over Me (1987)
1948,Someone to Watch Over Me (1987),Eraser (1996),Rain (1932),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Chinese Box (1997),Music of the Heart (1999),Slaves to the Underground (1997),Yellow Submarine (1968),House Arrest (1996)
1949,"Ballad of Ramblin' Jack, The (2000)","Goodbye Girl, The (1977)",Grace of My Heart (1996),Eraser (1996),Rain (1932),Chinese Box (1997),Evil Dead II (Dead By Dawn) (1987),Slaves to the Underground (1997),Bambi (1942),Private Benjamin (1980)
1950,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Santa Clause, The (1994)",Vertigo (1958)
1951,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Vertigo (1958)
1952,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
1953,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)"
1954,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925)
1955,Bambi (1942),Rain (1932),Eraser (1996),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",Music of the Heart (1999),Chinese Box (1997),Yellow Submarine (1968),Slaves to the Underground (1997),House Arrest (1996)
1956,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Slaves to the Underground (1997),"Santa Clause, The (1994)",Seven Chances (1925)
1957,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Grace of My Heart (1996)
1958,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),"Cowboy Way, The (1994)"
1959,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Bambi (1942),Blow-Out (La Grande Bouffe) (1973),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
1960,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Vertigo (1958)
1961,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Grace of My Heart (1996),"Savage Nights (Nuits fauves, Les) (1992)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942)
1962,"Ballad of Ramblin' Jack, The (2000)",Eraser (1996),Chinese Box (1997),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Bambi (1942)
1963,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
1964,Someone to Watch Over Me (1987),Bambi (1942),Rain (1932),Music of the Heart (1999),Eraser (1996),House Arrest (1996),"Goodbye Girl, The (1977)",Barney's Great Adventure (1998),"Santa Clause, The (1994)",My Favorite Year (1982)
1965,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)"
1966,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Bambi (1942),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Santa Clause, The (1994)",Vertigo (1958)
1967,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)",Bambi (1942),Mighty Aphrodite (1995),Seven Chances (1925)
1968,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)","Santa Clause, The (1994)",Room at the Top (1959),Grace of My Heart (1996),Blow-Out (La Grande Bouffe) (1973),Vertigo (1958)
1969,Eraser (1996),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Rain (1932),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),Grace of My Heart (1996),Evil Dead II (Dead By Dawn) (1987),Blow-Out (La Grande Bouffe) (1973)
1970,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Man from Down Under, The (1943)","Goodbye Girl, The (1977)",Mighty Aphrodite (1995),Aparajito (1956),Bloodsport 2 (1995),Stand by Me (1986),I Confess (1953)
1971,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)"
1972,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Grace of My Heart (1996)
1973,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),"Man from Down Under, The (1943)",Enchanted April (1991),Bloodsport 2 (1995),Aparajito (1956),Stand by Me (1986),Mighty Aphrodite (1995)
1974,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)",Mighty Aphrodite (1995),Vertigo (1958)
1975,Someone to Watch Over Me (1987),Rain (1932),Bambi (1942),Eraser (1996),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",House Arrest (1996),Chinese Box (1997),Slaves to the Underground (1997),Barney's Great Adventure (1998)
1976,"Ballad of Ramblin' Jack, The (2000)",Eraser (1996),Chinese Box (1997),Grace of My Heart (1996),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Savage Nights (Nuits fauves, Les) (1992)",Seven Chances (1925)
1977,Eraser (1996),Aparajito (1956),Bloodsport 2 (1995),Stand by Me (1986),Enchanted April (1991),Chinese Box (1997),Slaves to the Underground (1997),"Man from Down Under, The (1943)",Bambi (1942),Mighty Aphrodite (1995)
1978,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Rain (1932),"Goodbye Girl, The (1977)",Eraser (1996),Pretty Woman (1990),Chinese Box (1997),Sphere (1998),Vampires (1998),Love Stinks (1999)
1979,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Cowboy Way, The (1994)"
1980,Eraser (1996),"Ballad of Ramblin' Jack, The (2000)",Chinese Box (1997),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Mighty Aphrodite (1995)
1981,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Bambi (1942),Mighty Aphrodite (1995),Blow-Out (La Grande Bouffe) (1973),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
1982,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Eraser (1996),Rain (1932),Evil Dead II (Dead By Dawn) (1987),Chinese Box (1997),Slaves to the Underground (1997),Bambi (1942),Private Benjamin (1980)
1983,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Slaves to the Underground (1997),Grace of My Heart (1996),Room at the Top (1959),"Santa Clause, The (1994)",Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925)
1984,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Grace of My Heart (1996),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Vertigo (1958)
1985,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Rain (1932),"Goodbye Girl, The (1977)",Eraser (1996),"Santa Clause, The (1994)",Chinese Box (1997),Pretty Woman (1990),Sphere (1998),Vampires (1998)
1986,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Vertigo (1958)
1987,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Police Story 4: Project S (Chao ji ji hua) (1993),Chinese Box (1997),"Wooden Man's Bride, The (Wu Kui) (1994)",Room at the Top (1959),Seven Chances (1925),"Santa Clause, The (1994)"
1988,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
1989,"Ballad of Ramblin' Jack, The (2000)","Santa Clause, The (1994)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Rain (1932)
1990,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Bambi (1942),Blow-Out (La Grande Bouffe) (1973),Vertigo (1958),"Savage Nights (Nuits fauves, Les) (1992)"
1991,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),"Ballad of Ramblin' Jack, The (2000)",Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),Vertigo (1958)
1992,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Bambi (1942),"Santa Clause, The (1994)","Ballad of Ramblin' Jack, The (2000)",Someone to Watch Over Me (1987),Room at the Top (1959),Rain (1932)
1993,Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Slaves to the Underground (1997),Rain (1932),Bambi (1942),Someone to Watch Over Me (1987),"Santa Clause, The (1994)","Ballad of Ramblin' Jack, The (2000)","Pyromaniac's Love Story, A (1995)"
1994,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)","Santa Clause, The (1994)",Room at the Top (1959),Grace of My Heart (1996),Blow-Out (La Grande Bouffe) (1973),"Savage Nights (Nuits fauves, Les) (1992)"
1995,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),"Goodbye Girl, The (1977)",Rain (1932),Eraser (1996),Chinese Box (1997),Pretty Woman (1990),"Cowboy Way, The (1994)",Seven Chances (1925),Love Stinks (1999)
1996,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),"Savage Nights (Nuits fauves, Les) (1992)",Police Story 4: Project S (Chao ji ji hua) (1993),Blow-Out (La Grande Bouffe) (1973),Slaves to the Underground (1997)
1997,Someone to Watch Over Me (1987),Music of the Heart (1999),House Arrest (1996),Bambi (1942),Eraser (1996),Rain (1932),Barney's Great Adventure (1998),My Favorite Year (1982),"Goodbye Girl, The (1977)",Slaves to the Underground (1997)
1998,Eraser (1996),Chinese Box (1997),"Goodbye Girl, The (1977)",Slaves to the Underground (1997),"Ballad of Ramblin' Jack, The (2000)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Grace of My Heart (1996),Seven Chances (1925),Mighty Aphrodite (1995)
1999,"Goodbye Girl, The (1977)",Eraser (1996),"Santa Clause, The (1994)","Ballad of Ramblin' Jack, The (2000)",Rain (1932),Chinese Box (1997),Someone to Watch Over Me (1987),Bambi (1942),Slaves to the Underground (1997),Grace of My Heart (1996)
2000,Eraser (1996),"Ballad of Ramblin' Jack, The (2000)",Chinese Box (1997),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Mighty Aphrodite (1995)
2001,Eraser (1996),"Ballad of Ramblin' Jack, The (2000)",Chinese Box (1997),"Goodbye Girl, The (1977)",Grace of My Heart (1996),Slaves to the Underground (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Mighty Aphrodite (1995)
2002,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)",Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Bambi (1942),Mighty Aphrodite (1995),"Ballad of Ramblin' Jack, The (2000)","Mirror, The (Zerkalo) (1975)"
2003,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Seven Chances (1925),Blow-Out (La Grande Bouffe) (1973),Police Story 4: Project S (Chao ji ji hua) (1993),"Wooden Man's Bride, The (Wu Kui) (1994)"
2004,"Santa Clause, The (1994)","Ballad of Ramblin' Jack, The (2000)","Goodbye Girl, The (1977)",Grace of My Heart (1996),Eraser (1996),Rain (1932),Evil Dead II (Dead By Dawn) (1987),Chinese Box (1997),Vampires (1998),Catwalk (1995)
2005,Rain (1932),Bambi (1942),Eraser (1996),"Goodbye Girl, The (1977)","Santa Clause, The (1994)",House Arrest (1996),Chinese Box (1997),Slaves to the Underground (1997),Barney's Great Adventure (1998),My Favorite Year (1982)
2006,"Ballad of Ramblin' Jack, The (2000)",Grace of My Heart (1996),Eraser (1996),"Goodbye Girl, The (1977)",Chinese Box (1997),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),Seven Chances (1925),Slaves to the Underground (1997),"Cowboy Way, The (1994)"
2007,Eraser (1996),Chinese Box (1997),Slaves to the Underground (1997),"Goodbye Girl, The (1977)","Ballad of Ramblin' Jack, The (2000)",Bambi (1942),Room at the Top (1959),Blow-Out (La Grande Bouffe) (1973),"Savage Nights (Nuits fauves, Les) (1992)",Vertigo (1958)
